Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.03,4,0.2349955571337428249784588830,0.245309233465119,0.245309233465119,0.236144628780914,0.236144628780914,0.122813600815141,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,1168068
0.04,4,0.2412878915290059827632222741,0.251616933099669,0.251616933099669,0.242467731175098,0.242467731175098,0.122372523489,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,1557424
0.05,4,0.2438345665847527905834064932,0.254169826876347,0.254169826876347,0.245026858858191,0.245026858858191,0.122194007765966,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,1946780
0.06,4,0.2447308084375774304078745246,0.255068257260433,0.255068257260433,0.245927483117708,0.245927483117708,0.122131183393454,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,2336136
0.07,4,0.2448175636327452368046611541,0.255155224302945,0.255155224302945,0.246014662524874,0.246014662524874,0.122125102065427,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,2725492
0.08,4,0.2444816729349265826151591298,0.254818513394276,0.254818513394276,0.245677129402483,0.245677129402483,0.122148647185817,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,3114848
0.09,4,0.2439185846326332789306072636,0.254254050087738,0.254254050087738,0.24511128773408,0.24511128773408,0.122188118305302,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,3504204
0.10,4,0.2432338303326605849408548216,0.253567623687554,0.253567623687554,0.244423185150587,0.244423185150587,0.122236117915101,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,3893560
0.11,4,0.2424871589518190209766035355,0.2528191290113,0.2528191290113,0.243672862726619,0.243672862726619,0.122288457761568,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,4282916
0.12,4,0.2417135325556714958576109843,0.25204361349834,0.25204361349834,0.242895453483816,0.242895453483816,0.122342687089002,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,4672272
0.13,4,0.2409338376513824886578379791,0.251262014658561,0.251262014658561,0.24211194605933,0.24211194605933,0.122397341804086,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,5061628
0.14,4,0.2401606629250012514959097931,0.250486951918298,0.250486951918298,0.241334990694849,0.241334990694849,0.122451539470569,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,5450984
0.15,4,0.2394015580834951012906271405,0.249725993420137,0.249725993420137,0.240572174013591,0.240572174013591,0.122504750872367,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,5840341
0.16,4,0.2386609534408263860168215623,0.248983580296412,0.248983580296412,0.239827947992684,0.239827947992684,0.122556665455254,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,6229696
0.17,4,0.2379412924890847447493216873,0.248262162005973,0.248262162005973,0.239104768072306,0.239104768072306,0.122607111936382,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,6619053
0.18,4,0.2372437733559464209360096085,0.247562939602202,0.247562939602202,0.238403838238689,0.238403838238689,0.122656006329917,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,7008409
0.19,4,0.2365687821485490934753958904,0.246886300135071,0.246886300135071,0.237725546486941,0.237725546486941,0.122703321570689,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,7397764
0.20,4,0.2359161850364431592144162121,0.246232109447329,0.246232109447329,0.237069758332214,0.237069758332214,0.122749067039886,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,7787121
0.21,4,0.2352855350722812850990895621,0.24559991950023,0.24559991950023,0.236436024641696,0.236436024641696,0.122793274067429,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,8176476
0.22,4,0.2346761724916200196932280468,0.244989068918252,0.244989068918252,0.235823682424854,0.235823682424854,0.122835988901201,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,8565833
0.23,4,0.2340873323353112627208473442,0.244398790874295,0.244398790874295,0.235231962982075,0.235231962982075,0.122877265162975,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,8955189
0.24,4,0.2335181822049191116060302567,0.243828250937292,0.243828250937292,0.234660029844694,0.234660029844694,0.122917161201856,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,9344545
0.25,4,0.2329678670479379418797297486,0.243276591966784,0.243276591966784,0.234107023779205,0.234107023779205,0.122955736954944,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,9733901
0.26,4,0.2324355278508656912761516272,0.242742952851649,0.242742952851649,0.233572081571738,0.233572081571738,0.122993052636993,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,10123260
0.27,4,0.2319203415484342594560838354,0.242226508516774,0.242226508516774,0.233054376132433,0.233054376132433,0.123029165942877,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,10512610
0.28,4,0.2314214699279417849322213572,0.241726418702629,0.241726418702629,0.23255306514993,0.23255306514993,0.123064135629266,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,10901970
0.29,4,0.2309381575242294736001819228,0.241241926099285,0.241241926099285,0.232067389465028,0.232067389465028,0.123098014652428,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,11291320
0.30,4,0.2304696337844355412868953192,0.24077225827227,0.24077225827227,0.231596574757047,0.231596574757047,0.123130857026244,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,11680680
0.31,4,0.2300152024919833792655336740,0.240316717304917,0.240316717304917,0.23113992140508,0.23113992140508,0.1231627115538,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,12070040
0.32,4,0.2295742031747109631221230584,0.239874641112257,0.239874641112257,0.230696765707414,0.230696765707414,0.123193624532589,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,12459390
0.33,4,0.2291459782036299749032122272,0.239445370459442,0.239445370459442,0.230266446819415,0.230266446819415,0.123223642060802,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,12848750
0.34,4,0.2287299396376186822004168956,0.239028315969654,0.239028315969654,0.229848373925069,0.229848373925069,0.123252805351679,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,13238110
0.35,4,0.2283255324084432250239616935,0.238622921219241,0.238622921219241,0.229441989241993,0.229441989241993,0.123281153314154,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,13627460
0.36,4,0.2279322029500362323456660064,0.238228631290385,0.238228631290385,0.229046736497316,0.229046736497316,0.12330872475186,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,14016820
0.37,4,0.2275494694801941385851009031,0.237844963224417,0.237844963224417,0.228662131553034,0.228662131553034,0.123335553436558,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,14406170
0.38,4,0.2271768393795431733738645978,0.237471423199038,0.237471423199038,0.228287679380984,0.228287679380984,0.123361673899666,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,14795530
0.39,4,0.2268138861601306875422994839,0.237107583684856,0.237107583684856,0.22792295140779,0.22792295140779,0.123387116036952,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,15184880
0.40,4,0.2264601711675447453904320360,0.236753004956309,0.236753004956309,0.227567506834126,0.227567506834126,0.123411910597022,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,15574240
0.41,4,0.2261153078449310862551374275,0.236407299512609,0.236407299512609,0.227220957212967,0.227220957212967,0.123436084676572,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,15963600
0.42,4,0.2257789312048401416163107235,0.236070101475046,0.236070101475046,0.226882935772163,0.226882935772163,0.123459663860332,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,16352950
0.43,4,0.2254506714799829889557970944,0.235741040173396,0.235741040173396,0.226553070936352,0.226553070936352,0.12348267406809,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,16742310
0.44,4,0.2251302045776078017787615049,0.235419790723508,0.235419790723508,0.226231037028048,0.226231037028048,0.12350513801796,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,17131670
0.45,4,0.2248172239770304367743671886,0.235106045856202,0.235106045856202,0.225916526027753,0.225916526027753,0.123527077196294,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,17521020
0.46,4,0.2245114163160918072534550107,0.234799491444123,0.234799491444123,0.225609223041043,0.225609223041043,0.123548513569018,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,17910380
0.47,4,0.2242125160830236923727449885,0.234499861327149,0.234499861327149,0.225308861257862,0.225308861257862,0.12356946574786,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,18299730
0.48,4,0.2239202417081672436991423251,0.234206873248057,0.234206873248057,0.225015157731742,0.225015157731742,0.123589953470169,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,18689090
0.49,4,0.2236343487792937507076777972,0.23392028219779,0.23392028219779,0.224727866855339,0.224727866855339,0.123609993868645,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,19078450
0.50,4,0.2233546053720876984553197319,0.233639855685695,0.233639855685695,0.224446755570282,0.224446755570282,0.123629603200621,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,19467800
0.51,4,0.2230807703964005209808606658,0.233365352032906,0.233365352032906,0.22417158160755,0.22417158160755,0.123648798365927,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,19857160
0.52,4,0.2228126427343746559038887339,0.233096569630457,0.233096569630457,0.223902142865868,0.223902142865868,0.123667593462437,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,20246510
0.53,4,0.2225500042288281015333760607,0.232833289788447,0.232833289788447,0.223638220121317,0.223638220121317,0.123686003782437,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,20635870
0.54,4,0.2222926675865281636410128212,0.232575324756294,0.232575324756294,0.223379625164847,0.223379625164847,0.123704042454729,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,21025230
0.55,4,0.2220404544821890145665712878,0.232322495773259,0.232322495773259,0.223126178799204,0.223126178799204,0.123721721979479,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,21414580
0.56,4,0.2217931761588634802968798378,0.23207461362147,0.23207461362147,0.222877691344464,0.222877691344464,0.123739055588092,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,21803940
0.57,4,0.2215506779177791974758418227,0.231831523224396,0.231831523224396,0.222634007345416,0.222634007345416,0.123756054124573,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,22193290
0.58,4,0.2213127877902510206095195432,0.231593052193422,0.231593052193422,0.222394953992489,0.222394953992489,0.12377272964351,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,22582650
0.59,4,0.2210793599778851964186700070,0.231359054374129,0.231359054374129,0.22216038477437,0.22216038477437,0.123789092365015,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,22972010
0.60,4,0.2208502552178395887941481904,0.23112939016361,0.23112939016361,0.221930159747256,0.221930159747256,0.123805152051074,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,23361360
0.61,4,0.2206253232416917046650722381,0.230903908926501,0.230903908926501,0.221704127907947,0.221704127907947,0.123820919235138,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,23750720
0.62,4,0.2204044433212377293258010543,0.230682489639794,0.230682489639794,0.221482167937908,0.221482167937908,0.12383640237996,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,24140070
0.63,4,0.2201874776855331692415997487,0.230464994196119,0.230464994196119,0.221264141392527,0.221264141392527,0.123851611142949,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,24529430
0.64,4,0.2199743111654924044710027436,0.230251307145162,0.230251307145162,0.22104993253957,0.22104993253957,0.123866553597176,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,24918790
0.65,4,0.2197648334293268226022152904,0.230041317885715,0.230041317885715,0.220839430507753,0.220839430507753,0.123881237476631,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,25308140
0.66,4,0.2195589229951227845880712309,0.229834904639216,0.229834904639216,0.220632513221144,0.220632513221144,0.123895671296902,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,25697500
0.67,4,0.2193564792402234307767769058,0.229631966537301,0.229631966537301,0.220429079565067,0.220429079565067,0.123909862111391,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,26086860
0.68,4,0.2191574056095998890940577734,0.22943240678916,0.22943240678916,0.22022903251236,0.22022903251236,0.12392381668837,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,26476210
0.69,4,0.2189615944434359451898410052,0.229236117472086,0.229236117472086,0.220032263876779,0.220032263876779,0.123937542574532,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,26865570
0.70,4,0.2187689623392825399626204340,0.229043014979967,0.229043014979967,0.219838689848055,0.219838689848055,0.123951045616184,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,27254920
0.71,4,0.2185794097027017361196306147,0.228852999475166,0.228852999475166,0.219648210344758,0.219648210344758,0.123964332794655,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,27644280
0.72,4,0.2183928553917698224910238012,0.228665989617621,0.228665989617621,0.2194607438282,0.2194607438282,0.123977409797795,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,28033640
0.73,4,0.2182092213467211650819099112,0.228481907156949,0.228481907156949,0.219276211856921,0.219276211856921,0.123990282097404,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,28422990
0.74,4,0.2180284186171929196940026321,0.228300662925583,0.228300662925583,0.219094525045614,0.219094525045614,0.124002955928687,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,28812350
0.75,4,0.2178503800357550843196935454,0.228122189592075,0.228122189592075,0.218915615898415,0.218915615898415,0.124015435999916,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,29201700
0.76,4,0.2176750229097161336371244629,0.227946404261806,0.227946404261806,0.218739401318286,0.218739401318286,0.124027728107648,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,29591060
0.77,4,0.2175022854701940445502891840,0.227773245015062,0.227773245015062,0.218565819234309,0.218565819234309,0.124039836581732,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,29980410
0.78,4,0.2173320907006375908390217428,0.227602634647224,0.227602634647224,0.218394792253342,0.218394792253342,0.124051766820839,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,30369770
0.79,4,0.2171643774359240809638521667,0.227434511843812,0.227434511843812,0.218226258911178,0.218226258911178,0.124063523112497,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,30759130
0.80,4,0.2169990866475425335206934437,0.227268817432171,0.227268817432171,0.218060159890672,0.218060159890672,0.12407510959446,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,31148480
0.81,4,0.2168361488830228204108899858,0.227105481790237,0.227105481790237,0.217896425399747,0.217896425399747,0.124086531135177,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,31537840
0.82,4,0.2166755096301229408696595930,0.226944450272654,0.226944450272654,0.21773500065961,0.21773500065961,0.124097791555824,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,31927200
0.83,4,0.2165171162158182282166995519,0.226785670077774,0.226785670077774,0.217575832739677,0.217575832739677,0.124108894548652,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,32316550
0.84,4,0.2163609057736562119402872590,0.226629078185633,0.226629078185633,0.217418858466095,0.217418858466095,0.124119844520445,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,32705910
0.85,4,0.2162068334919758332858608165,0.226474629675144,0.226474629675144,0.217264032808085,0.217264032808085,0.124130644612393,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,33095260
0.86,4,0.2160548404277756241218744402,0.226322265459371,0.226322265459371,0.217111296534426,0.217111296534426,0.124141298956256,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,33484620
0.87,4,0.2159048812649917177266177876,0.226171940111596,0.226171940111596,0.216960604107472,0.216960604107472,0.124151810728581,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,33873980
0.88,4,0.2157569121326524043500838811,0.226023609653716,0.226023609653716,0.216811911441732,0.216811911441732,0.124162183004614,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,34263330
0.89,4,0.2156108793674864455947920710,0.225877220291421,0.225877220291421,0.216665164611534,0.216665164611534,0.124172419546022,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,34652690
0.90,4,0.2154667459250199080047580607,0.225732734889778,0.225732734889778,0.216520326391266,0.216520326391266,0.124182522949531,0.1396263401595464,0.1396263401595464,0,2,6.65,6.65,35042040
0.91,4,0.21693191979731,0.227554025235495,0.227554025235495,0.217992664610727,0.217992664610727,0.129121355663113,0.144680188917044,0.139916444505927,0.00476374441111727,2.07239099357669,7.28777727940752,7.28777692904117,35431400
0.92,4,0.22132744141418,0.232312818936326,0.232312818936326,0.222409679269108,0.222409679269108,0.133854778131998,0.149734037674542,0.140206548852307,0.00952748882223454,2.14478198715339,7.92555455881505,7.92555385808234,35820760
0.93,4,0.233074283681426,0.244440884463324,0.244440884463324,0.234213960764388,0.234213960764388,0.138072890915735,0.15478788643204,0.140496653198688,0.0142912332333518,2.21717298073008,8.56333183822257,8.56333078712351,36210110
0.94,4,0.249974685790613,0.261735094300151,0.261735094300151,0.251197001767375,0.251197001767375,0.141929751697845,0.159841735189538,0.140786757545068,0.019054977644469,2.28956397430677,9.20110911763009,9.20110771616467,36599470
0.95,4,0.2668750878998,0.279029304136979,0.279029304136979,0.268180042770362,0.268180042770362,0.145786612479954,0.164895583947035,0.141076861891449,0.0238187220555863,2.36195496788347,9.83888639703761,9.83888464520584,36988820
0.96,4,0.283775490008986,0.296323513973805,0.296323513973805,0.285163083773348,0.285163083773348,0.149643473262064,0.169949432704533,0.14136696623783,0.0285824664667036,2.43434596146016,10.4766636764451,10.476661574247,37378180
0.97,4,0.300675892118173,0.313617723810633,0.313617723810633,0.302146124776335,0.302146124776335,0.153500334044174,0.175003281462031,0.14165707058421,0.0333462108778208,2.50673695503685,11.1144409558527,11.1144385032882,37767540
0.98,4,0.31757629422736,0.33091193364746,0.33091193364746,0.319129165779322,0.319129165779322,0.157357194826284,0.180057130219529,0.141947174930591,0.0381099552889381,2.57912794861355,11.7522182352602,11.7522154323294,38156890
0.99,4,0.334476696336546,0.348206143484288,0.348206143484288,0.336112206782309,0.336112206782309,0.161214055608393,0.185110978977026,0.142237279276971,0.0428736997000554,2.65151894219024,12.3899955146677,12.3899923613705,38546250
1.00,4,0.351377098445733,0.365500353321115,0.365500353321115,0.353095247785295,0.353095247785295,0.165070916390503,0.190164827734524,0.142527383623352,0.0476374441111726,2.72390993576694,13.0277727940752,13.0277692904117,38935600
1.01,4,0.36827750055492,0.382794563157942,0.382794563157942,0.370078288788282,0.370078288788282,0.168927777172613,0.195218676492022,0.142817487969732,0.0524011885222899,2.79630092934363,13.6655500734828,13.6655462194529,39324960
1.02,4,0.385177902664106,0.40008877299477,0.40008877299477,0.387061329791269,0.387061329791269,0.172784637954723,0.20027252524952,0.143107592316113,0.0571649329334072,2.86869192292032,14.3033273528903,14.303323148494,39714320
1.03,4,0.402078304773293,0.417382982831597,0.417382982831597,0.404044370794256,0.404044370794256,0.176641498736833,0.205326374007018,0.143397696662493,0.0619286773445245,2.94108291649702,14.9411046322978,14.9411000775352,40103670
1.04,4,0.41897870688248,0.434677192668424,0.434677192668424,0.421027411797242,0.421027411797242,0.180498359518942,0.210380222764515,0.143687801008874,0.0666924217556417,3.01347391007371,15.5788819117053,15.5788770065764,40493030
1.05,4,0.4358791089916665488323201470,0.451971402505251,0.451971402505251,0.438010452800229,0.438010452800229,0.184355220301053,0.2154340715220132529358581625,0.1439779053552542529358581625,0.071456166166759,3.0858649036504035754400357232,16.216659191112854373175084498,16.216653935617538901577776839,40882380
1.06,4,0.4351912214204755615470469337,0.451346642826421,0.451346642826421,0.437319201624576,0.437319201624576,0.185330232028989,0.2163631271382511960677677140,0.1449069609714921960677677140,0.071456166166759,3.0991726450862435754400357229,16.184612477230662478212184803,16.184607235391599391282883386,41271740
1.07,4,0.4345080873752850922530956902,0.450720585577081,0.450720585577081,0.436632727218521,0.436632727218521,0.186218209837841,0.2172052703317152595807744572,0.1457491041649562595807744572,0.071456166166759,3.1112354577690335754400357233,16.155937096389146005627693683,16.155931866931280333780161433,41661100
1.08,4,0.4338295538013841100381190204,0.4500943443674,0.4500943443674,0.435950875778951,0.435950875778951,0.187037283952901,0.2179786648448968494316587872,0.1465224986781378494316587872,0.071456166166759,3.1223135181450035754400357224,16.129915139479404774715528106,16.129909921393968100588281834,42050460
1.09,4,0.4331555926466168156897914807,0.449468768522976,0.449468768522976,0.435273619116542,0.435273619116542,0.18780000440657,0.2186958893849078121656282861,0.1472397232181488121656282861,0.071456166166759,3.1325870029214635754400357223,16.106050740800054626966778572,16.106045533262831853541292709,42439810
1.10,4,0.4324861091422766168825334306,0.448844400185482,0.448844400185482,0.434600861999192,0.434600861999192,0.188515489394082,0.2193660777534097607257915308,0.1479099115866507607257915308,0.071456166166759,3.1421867441699435754400357233,16.083984060387364396343067795,16.083978862708065673898355329,42829160
1.11,4,0.4318210897802981668341702119,0.448221705495449,0.448221705495449,0.433932590852784,0.433932590852784,0.189190599628521,0.2199961064674520885896026760,0.1485399403006930885896026760,0.071456166166759,3.1512112407416135754400357228,16.063444353334276532704727658,16.063439164923385246884646696,43218520
1.12,4,0.4311604497023100834781838689,0.447600971021645,0.447600971021645,0.43326872040401,0.43326872040401,0.189830655677133,0.2205913031236751434592034234,0.1491351369569161434592034234,0.071456166166759,3.1597368048370835754400357225,16.044223403645197088127107059,16.044218223991622578693842277,43607880
1.13,4,0.4305041348532389768067227999,0.446982437100175,0.446982437100175,0.43260919633348,0.43260919633348,0.190439873206698,0.2211558898847040932908545688,0.1496997237179450932908545688,0.071456166166759,3.1678239144810635754400357228,16.026157629454319168351607428,16.026152458109465618394264762,43997230
1.14,4,0.4298520810783392040729947983,0.44636627766848,0.44636627766848,0.431953954172747,0.431953954172747,0.191021663831532,0.2216932821875980554703994159,0.1502371160208390554703994159,0.071456166166759,3.1755214922057235754400357225,16.009110419805062240319870397,16.009105256369680433149833857,44386590
1.15,4,0.4292042298366578061716216869,0.445752629957673,0.445752629957673,0.431302935094608,0.431302935094608,0.191578833370462,0.2222062885891067162046275473,0.1507501224223477162046275473,0.071456166166759,3.1828697676231335754400357232,15.992974750159497753780073442,15.992969594276331110383197581,44775940
1.16,4,0.4276689182247460970799492492,0.444247816708674,0.444247816708674,0.42976011617888,0.42976011617888,0.19217621614995,0.2226972457082749290788251387,0.1512410795415159290788251387,0.071456166166759,3.1899022103356935754400357229,15.977657888202157739633185779,15.977652739547870404866518016,45165300
1.17,4,0.4261087965208199935450126549,0.442716732352789,0.442716732352789,0.428192365855766,0.428192365855766,0.192755310957915,0.2231681268247222546393365103,0.1517119606579632546393365103,0.071456166166759,3.1966470854919035754400357225,15.963085067053705941016352077,15.963079925334547473884901706,45554660
1.18,4,0.4245565049678085910546106162,0.441192214096504,0.441192214096504,0.426632483971119,0.426632483971119,0.193315506680479,0.2236206129209437125912510859,0.1521644467541847125912510859,0.071456166166759,3.2031284713923635754400357224,15.949189279103743059154328645,15.949184144050260579056343775,45944010
1.19,4,0.4230120841917335936664777120,0.439674403415796,0.439674403415796,0.42508051134961,0.42508051134961,0.193858241272726,0.2240561483181047232417858165,0.1525999821513457232417858165,0.071456166166759,3.2093670564138335754400357222,15.935914726590774628123995,15.935909597954868108328510803,46333370
1.20,4,0.4214753760467635344641729530,0.438163229353679,0.438163229353679,0.423536289072114,0.423536289072114,0.194384778201444,0.2244759884555408065127389192,0.1530198222887818065127389192,0.071456166166759,3.2153808234001535754400357229,15.92321322494632759480979019,15.923208102498530034040970404,46722730
1.21,4,0.4199463329835983043870668370,0.436658720742447,0.436658720742447,0.421999769356825,0.421999769356825,0.194896214767869,0.2248812299727582920705969629,0.1534250638059992920705969629,0.071456166166759,3.2211854805551635754400357227,15.911042063339136699168099764,15.911036946866086666637625811,47112080
1.22,4,0.4184249981561160716935452496,0.435160988119169,0.435160988119169,0.420470995568635,0.420470995568635,0.195393510064547,0.2252728373366758537864029295,0.1538166711699168537864029295,0.071456166166759,3.2267948428498435754400357234,15.899364784291206706842497309,15.899359673594000260968919243,47501440
1.23,4,0.4169110955042189142815031648,0.433669814054788,0.433669814054788,0.418949690297577,0.418949690297577,0.195877531545853,0.2256516607215104054515103519,0.1541954945547514054515103519,0.071456166166759,3.2322210881328135754400357225,15.888147578450735730899269174,15.888142473342771900787765994,47890800
1.24,4,0.4154048195034760009044909353,0.432185446623719,0.432185446623719,0.41743604897016,0.41743604897016,0.196349025287444,0.2260184616903119800443236645,0.1545622955235529800443236645,0.071456166166759,3.2374751249912235754400357232,15.877360863313866255225287356,15.877355763619739975165532647,48280150
1.25,4,0.4139059887929738920064903775,0.430707751215422,0.430707751215422,0.415929889338659,0.415929889338659,0.196808678897055,0.2263739167858809272705204956,0.1549177506191219272705204956,0.071456166166759,3.2425666441868535754400357233,15.866979718208137373681191813,15.866974623762761295613025339,48669500
1.26,4,0.4124144428111695871419838919,0.429236609499703,0.429236609499703,0.414431050056424,0.414431050056424,0.197257113173004,0.2267186370400059324781125775,0.1552624708732469324781125775,0.071456166166759,3.2475043981053635754400357224,15.856979606196966740754983122,15.856974516844023470978895277,49058860
1.27,4,0.4109302479813290145182125340,0.427772126323212,0.427772126323212,0.412939597871514,0.412939597871514,0.197694870619627,0.2270531709492406174639672284,0.1555970047824816174639672284,0.071456166166759,3.2522962433811535754400357229,15.84733959932117393804876197,15.847334514912517784316186225,49448220
1.28,4,0.4094533511913550344195456825,0.426314283264902,0.426314283264902,0.411455479412127,0.411455479412127,0.19812245291981,0.2273780176894112482731881680,0.1559218515226522482731881680,0.071456166166759,3.2569493301812435754400357229,15.838039744818351199541308945,15.83803466521302726434155757,49837570
1.29,4,0.4079837006756682986679205898,0.424863059653867,0.424863059653867,0.409978642659562,0.409978642659562,0.198540310184439,0.2276936248330241758267725095,0.1562374586662651758267725095,0.071456166166759,3.2614700695095435754400357224,15.829064525285253602737254955,15.829059450349399117582853282,50226930
1.30,4,0.4065210575244660742023312768,0.423418245112588,0.423418245112588,0.408508847535806,0.408508847535806,0.198948875534045,0.2280004097703591595539854814,0.1565442436036001595539854814,0.071456166166759,3.2658644400414135754400357231,15.820397183765232019786374702,15.820392113370968457057994808,50616280
1.31,4,0.4050656512433912354408834278,0.421980095790424,0.421980095790424,0.407046324668728,0.407046324668728,0.199348505889272,0.2282987464206951073938176787,0.1568425802539361073938176787,0.071456166166759,3.2701377977759935754400357225,15.812022937557608095721326192,15.812017871582500808373231566,51005640
1.32,4,0.4036171609493016178049968799,0.420548314153428,0.420548314153428,0.405590751606145,0.405590751606145,0.199739568857771,0.2285889807412890538557822975,0.1571328145745300538557822975,0.071456166166759,3.274295098185963575440035723,15.803928345307669915690971786,15.803923283634376682150451841,51395000
1.33,4,0.4021757232492725384788362520,0.419123059314864,0.419123059314864,0.404142265623108,0.404142265623108,0.20012237194676,0.2288714305894672238443311558,0.1574152644227082238443311558,0.071456166166759,3.278340894242143575440035723,15.796102659151942236979084932,15.796097601668222827802022464,51784360
1.34,4,0.4007410981288626083926659408,0.417704111210279,0.417704111210279,0.402700625531563,0.402700625531563,0.200497225660303,0.2291463903620027016424180834,0.1576902241952437016424180834,0.071456166166759,3.2822794028676835754400357231,15.788532119889831388489113587,15.788527066487167636703842928,52173710
1.35,4,0.3993134374304670231305744304,0.41629164071662,0.41629164071662,0.401265983916377,0.401265983916377,0.200864386258949,0.2294141276149788546078286718,0.1579579614482198546078286718,0.071456166166759,3.2861144565211735754400357225,15.781209002492186098162391758,15.781203953066712919319327134,52563070
